Atributte1,Atributte2,Atributte3,Atributte4,Atributte5,Atributte6,Atributte7,Atributte8,Atributte9,Atributte10,Atributte11,Atributte12,Atributte13,Atributte14,Atributte15,Atributte16,Atributte17,Atributte18,Atributte19,Atributte20,Class
A14,'\'B3of10\'',A32,A41,'\'B3of10\'',A65,A73,'\'B1of10\'',A93,A101,'\'B7of10\'',A123,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B2of10\'',A32,A41,'\'B2of10\'',A61,A74,'\'B4of10\'',A93,A101,'\'B4of10\'',A123,'\'B3of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B1of10\'',A32,A42,'\'B1of10\'',A61,A75,'\'B4of10\'',A92,A101,'\'B1of10\'',A122,'\'B6of10\'',A141,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A32,A40,'\'B1of10\'',A61,A72,'\'B1of10\'',A92,A101,'\'B4of10\'',A123,'\'B1of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A12,'\'B2of10\'',A32,A49,'\'B1of10\'',A62,A74,'\'B4of10\'',A92,A101,'\'B10of10\'',A121,'\'B1of10\'',A143,A151,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,1
A14,'\'B4of10\'',A34,A43,'\'B4of10\'',A61,A74,'\'B10of10\'',A92,A101,'\'B4of10\'',A123,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B2of10\'',A33,A45,'\'B1of10\'',A64,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B7of10\'',A143,A153,'\'B4of10\'',A173,'\'B10of10\'',A191,A201,2
A11,'\'B3of10\'',A32,A40,'\'B1of10\'',A65,A74,'\'B10of10\'',A92,A101,'\'B10of10\'',A124,'\'B3of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A13,'\'B1of10\'',A34,A40,'\'B1of10\'',A61,A73,'\'B1of10\'',A93,A101,'\'B1of10\'',A121,'\'B10of10\'',A143,A152,'\'B7of10\'',A171,'\'B10of10\'',A191,A202,1
A13,'\'B2of10\'',A34,A43,'\'B1of10\'',A65,A73,'\'B7of10\'',A93,A101,'\'B10of10\'',A124,'\'B4of10\'',A143,A153,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,2
A14,'\'B3of10\'',A32,A40,'\'B1of10\'',A61,A73,'\'B4of10\'',A93,A103,'\'B4of10\'',A121,'\'B3of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B2of10\'',A34,A40,'\'B1of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B7of10\'',A122,'\'B3of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B2of10\'',A34,A40,'\'B3of10\'',A65,A75,'\'B1of10\'',A92,A101,'\'B10of10\'',A123,'\'B8of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A34,A42,'\'B2of10\'',A61,A73,'\'B10of10\'',A92,A101,'\'B10of10\'',A121,'\'B1of10\'',A143,A151,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A11,'\'B2of10\'',A32,A43,'\'B2of10\'',A61,A73,'\'B10of10\'',A93,A101,'\'B7of10\'',A122,'\'B1of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A34,A40,'\'B7of10\'',A65,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B2of10\'',A143,A153,'\'B1of10\'',A174,'\'B1of10\'',A192,A201,2
A14,'\'B3of10\'',A34,A40,'\'B2of10\'',A62,A74,'\'B10of10\'',A94,A101,'\'B7of10\'',A122,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A12,'\'B2of10\'',A32,A43,'\'B1of10\'',A61,A75,'\'B7of10\'',A94,A103,'\'B7of10\'',A121,'\'B4of10\'',A141,A152,'\'B4of10\'',A172,'\'B1of10\'',A191,A201,1
A11,'\'B4of10\'',A32,A42,'\'B2of10\'',A61,A72,'\'B4of10\'',A91,A101,'\'B10of10\'',A122,'\'B3of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A14,'\'B1of10\'',A32,A41,'\'B2of10\'',A65,A72,'\'B1of10\'',A92,A101,'\'B10of10\'',A121,'\'B3of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A12,'\'B2of10\'',A34,A42,'\'B2of10\'',A61,A75,'\'B1of10\'',A93,A101,'\'B10of10\'',A123,'\'B2of10\'',A143,A151,'\'B7of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B2of10\'',A34,A43,'\'B1of10\'',A61,A75,'\'B4of10\'',A93,A101,'\'B10of10\'',A121,'\'B8of10\'',A143,A152,'\'B4of10\'',A172,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A32,A41,'\'B2of10\'',A65,A75,'\'B4of10\'',A92,A101,'\'B10of10\'',A121,'\'B2of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B5of10\'',A34,A46,'\'B5of10\'',A61,A73,'\'B7of10\'',A92,A101,'\'B4of10\'',A124,'\'B2of10\'',A143,A152,'\'B4of10\'',A174,'\'B1of10\'',A192,A201,2
A14,'\'B3of10\'',A34,A41,'\'B2of10\'',A61,A75,'\'B1of10\'',A93,A101,'\'B10of10\'',A123,'\'B4of10\'',A143,A152,'\'B1of10\'',A174,'\'B1of10\'',A192,A201,1
A14,'\'B3of10\'',A34,A43,'\'B2of10\'',A62,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A122,'\'B6of10\'',A141,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A13,'\'B2of10\'',A34,A40,'\'B1of10\'',A63,A71,'\'B4of10\'',A93,A101,'\'B10of10\'',A124,'\'B9of10\'',A141,A153,'\'B7of10\'',A171,'\'B1of10\'',A191,A201,1
A11,'\'B3of10\'',A32,A40,'\'B1of10\'',A65,A73,'\'B10of10\'',A92,A101,'\'B10of10\'',A121,'\'B2of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B5of10\'',A34,A40,'\'B2of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B10of10\'',A123,'\'B4of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A32,A43,'\'B2of10\'',A61,A74,'\'B10of10\'',A92,A103,'\'B1of10\'',A121,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B5of10\'',A34,A41,'\'B4of10\'',A64,A75,'\'B10of10\'',A93,A101,'\'B4of10\'',A123,'\'B4of10\'',A143,A152,'\'B4of10\'',A174,'\'B1of10\'',A192,A201,1
A12,'\'B3of10\'',A32,A45,'\'B2of10\'',A61,A71,'\'B4of10\'',A92,A101,'\'B10of10\'',A123,'\'B9of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A12,'\'B6of10\'',A34,A43,'\'B3of10\'',A61,A74,'\'B4of10\'',A93,A103,'\'B4of10\'',A121,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B3of10\'',A34,A40,'\'B1of10\'',A64,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A121,'\'B8of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A12,'\'B2of10\'',A30,A48,'\'B1of10\'',A61,A73,'\'B4of10\'',A93,A101,'\'B4of10\'',A121,'\'B3of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A192,A201,1
A12,'\'B2of10\'',A32,A40,'\'B1of10\'',A62,A72,'\'B10of10\'',A92,A101,'\'B4of10\'',A122,'\'B1of10\'',A141,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A12,'\'B3of10\'',A32,A41,'\'B4of10\'',A65,A71,'\'B1of10\'',A91,A101,'\'B10of10\'',A121,'\'B8of10\'',A143,A152,'\'B1of10\'',A174,'\'B1of10\'',A192,A201,1
A12,'\'B3of10\'',A32,A49,'\'B1of10\'',A64,A73,'\'B10of10\'',A93,A101,'\'B4of10\'',A122,'\'B3of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A192,A201,1
A14,'\'B3of10\'',A32,A43,'\'B2of10\'',A63,A75,'\'B7of10\'',A93,A101,'\'B10of10\'',A123,'\'B4of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B7of10\'',A34,A41,'\'B2of10\'',A65,A75,'\'B10of10\'',A93,A101,'\'B7of10\'',A123,'\'B4of10\'',A143,A152,'\'B4of10\'',A173,'\'B10of10\'',A192,A201,1
A12,'\'B7of10\'',A33,A46,'\'B4of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B6of10\'',A143,A153,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A11,'\'B6of10\'',A34,A46,'\'B4of10\'',A61,A73,'\'B10of10\'',A93,A101,'\'B7of10\'',A124,'\'B2of10\'',A141,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A12,'\'B3of10\'',A32,A49,'\'B1of10\'',A61,A75,'\'B4of10\'',A92,A101,'\'B10of10\'',A122,'\'B4of10\'',A143,A152,'\'B1of10\'',A173,'\'B10of10\'',A191,A201,2
A14,'\'B3of10\'',A32,A41,'\'B4of10\'',A65,A75,'\'B7of10\'',A93,A101,'\'B10of10\'',A123,'\'B4of10\'',A143,A152,'\'B1of10\'',A174,'\'B10of10\'',A192,A201,1
A14,'\'B1of10\'',A34,A42,'\'B1of10\'',A65,A73,'\'B1of10\'',A94,A101,'\'B4of10\'',A122,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A13,'\'B3of10\'',A32,A42,'\'B2of10\'',A61,A75,'\'B7of10\'',A91,A101,'\'B10of10\'',A124,'\'B6of10\'',A143,A153,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A32,A42,'\'B2of10\'',A63,A75,'\'B10of10\'',A93,A101,'\'B7of10\'',A124,'\'B3of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B1of10\'',A32,A42,'\'B2of10\'',A62,A72,'\'B4of10\'',A92,A101,'\'B10of10\'',A122,'\'B1of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B3of10\'',A32,A41,'\'B4of10\'',A65,A75,'\'B1of10\'',A93,A101,'\'B10of10\'',A122,'\'B6of10\'',A143,A153,'\'B1of10\'',A173,'\'B10of10\'',A192,A201,2
A14,'\'B2of10\'',A34,A42,'\'B1of10\'',A61,A72,'\'B4of10\'',A92,A101,'\'B10of10\'',A122,'\'B1of10\'',A143,A151,'\'B4of10\'',A172,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A33,A40,'\'B1of10\'',A65,A75,'\'B10of10\'',A94,A101,'\'B10of10\'',A123,'\'B7of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A12,'\'B1of10\'',A32,A40,'\'B1of10\'',A65,A72,'\'B10of10\'',A93,A101,'\'B4of10\'',A121,'\'B3of10\'',A143,A152,'\'B1of10\'',A171,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A34,A46,'\'B1of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B7of10\'',A143,A153,'\'B4of10\'',A173,'\'B10of10\'',A191,A201,1
A12,'\'B3of10\'',A34,A43,'\'B1of10\'',A61,A75,'\'B7of10\'',A92,A103,'\'B10of10\'',A121,'\'B6of10\'',A141,A151,'\'B4of10\'',A172,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A34,A42,'\'B3of10\'',A61,A75,'\'B1of10\'',A92,A101,'\'B10of10\'',A122,'\'B1of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B2of10\'',A34,A43,'\'B1of10\'',A65,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A123,'\'B3of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A12,'\'B2of10\'',A32,A40,'\'B4of10\'',A65,A71,'\'B1of10\'',A92,A101,'\'B4of10\'',A121,'\'B1of10\'',A143,A151,'\'B1of10\'',A171,'\'B1of10\'',A191,A201,1
A11,'\'B5of10\'',A32,A40,'\'B5of10\'',A61,A74,'\'B4of10\'',A93,A101,'\'B1of10\'',A123,'\'B1of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A12,'\'B1of10\'',A32,A43,'\'B1of10\'',A61,A72,'\'B7of10\'',A94,A101,'\'B7of10\'',A121,'\'B2of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A202,1
A14,'\'B2of10\'',A34,A43,'\'B1of10\'',A65,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A121,'\'B9of10\'',A143,A152,'\'B10of10\'',A173,'\'B1of10\'',A191,A201,1
A12,'\'B6of10\'',A31,A41,'\'B5of10\'',A61,A71,'\'B1of10\'',A93,A101,'\'B4of10\'',A124,'\'B7of10\'',A141,A153,'\'B1of10\'',A174,'\'B1of10\'',A192,A201,1
A12,'\'B2of10\'',A30,A40,'\'B1of10\'',A61,A72,'\'B4of10\'',A92,A101,'\'B1of10\'',A121,'\'B2of10\'',A143,A151,'\'B4of10\'',A171,'\'B1of10\'',A191,A201,2
A12,'\'B1of10\'',A32,A49,'\'B1of10\'',A61,A72,'\'B7of10\'',A94,A101,'\'B4of10\'',A121,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A12,'\'B1of10\'',A32,A43,'\'B1of10\'',A61,A74,'\'B7of10\'',A94,A103,'\'B7of10\'',A121,'\'B2of10\'',A141,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,1
A11,'\'B5of10\'',A34,A41,'\'B6of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B10of10\'',A123,'\'B1of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,2
A11,'\'B7of10\'',A32,A44,'\'B2of10\'',A61,A73,'\'B7of10\'',A93,A101,'\'B10of10\'',A123,'\'B7of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A11,'\'B7of10\'',A32,A40,'\'B3of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B5of10\'',A143,A153,'\'B1of10\'',A173,'\'B10of10\'',A191,A201,2
A12,'\'B5of10\'',A33,A40,'\'B4of10\'',A61,A73,'\'B4of10\'',A92,A101,'\'B4of10\'',A122,'\'B7of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B1of10\'',A32,A44,'\'B1of10\'',A63,A73,'\'B1of10\'',A91,A101,'\'B10of10\'',A121,'\'B8of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B1of10\'',A34,A43,'\'B1of10\'',A61,A74,'\'B1of10\'',A92,A101,'\'B4of10\'',A123,'\'B1of10\'',A143,A151,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B5of10\'',A32,A410,'\'B9of10\'',A61,A71,'\'B4of10\'',A91,A102,'\'B7of10\'',A123,'\'B5of10\'',A143,A152,'\'B1of10\'',A174,'\'B1of10\'',A191,A201,1
A11,'\'B3of10\'',A32,A43,'\'B1of10\'',A61,A73,'\'B10of10\'',A94,A101,'\'B7of10\'',A121,'\'B2of10\'',A141,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B2of10\'',A32,A40,'\'B1of10\'',A61,A73,'\'B7of10\'',A94,A101,'\'B4of10\'',A121,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A13,'\'B2of10\'',A32,A43,'\'B2of10\'',A61,A73,'\'B7of10\'',A94,A101,'\'B1of10\'',A123,'\'B1of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B5of10\'',A32,A42,'\'B2of10\'',A61,A75,'\'B4of10\'',A93,A101,'\'B4of10\'',A122,'\'B4of10\'',A141,A152,'\'B1of10\'',A173,'\'B10of10\'',A191,A201,2
A11,'\'B1of10\'',A34,A40,'\'B1of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A121,'\'B5of10\'',A143,A152,'\'B4of10\'',A172,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A34,A42,'\'B2of10\'',A61,A72,'\'B7of10\'',A91,A101,'\'B4of10\'',A123,'\'B3of10\'',A143,A152,'\'B4of10\'',A174,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A34,A40,'\'B1of10\'',A61,A75,'\'B10of10\'',A94,A101,'\'B7of10\'',A123,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A34,A40,'\'B3of10\'',A61,A75,'\'B1of10\'',A92,A101,'\'B10of10\'',A121,'\'B3of10\'',A141,A151,'\'B7of10\'',A173,'\'B1of10\'',A192,A201,2
A14,'\'B3of10\'',A30,A49,'\'B3of10\'',A61,A73,'\'B4of10\'',A93,A101,'\'B4of10\'',A123,'\'B4of10\'',A142,A152,'\'B4of10\'',A173,'\'B10of10\'',A191,A201,2
A11,'\'B5of10\'',A32,A41,'\'B5of10\'',A65,A75,'\'B7of10\'',A93,A101,'\'B10of10\'',A124,'\'B5of10\'',A143,A153,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A12,'\'B7of10\'',A33,A49,'\'B4of10\'',A65,A73,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B4of10\'',A143,A153,'\'B1of10\'',A173,'\'B10of10\'',A192,A201,1
A14,'\'B3of10\'',A33,A49,'\'B2of10\'',A63,A73,'\'B10of10\'',A93,A101,'\'B4of10\'',A123,'\'B5of10\'',A143,A152,'\'B4of10\'',A173,'\'B10of10\'',A192,A201,1
A11,'\'B3of10\'',A32,A40,'\'B1of10\'',A61,A72,'\'B10of10\'',A92,A101,'\'B7of10\'',A123,'\'B1of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A11,'\'B7of10\'',A30,A49,'\'B7of10\'',A61,A75,'\'B4of10\'',A93,A101,'\'B10of10\'',A123,'\'B2of10\'',A143,A151,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A12,'\'B3of10\'',A32,A43,'\'B3of10\'',A65,A75,'\'B4of10\'',A92,A101,'\'B10of10\'',A123,'\'B5of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A13,'\'B2of10\'',A32,A43,'\'B2of10\'',A61,A72,'\'B4of10\'',A92,A101,'\'B7of10\'',A121,'\'B2of10\'',A143,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A11,'\'B2of10\'',A30,A40,'\'B1of10\'',A61,A73,'\'B10of10\'',A93,A101,'\'B10of10\'',A123,'\'B6of10\'',A141,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B2of10\'',A32,A43,'\'B1of10\'',A65,A73,'\'B10of10\'',A92,A101,'\'B4of10\'',A123,'\'B1of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B1of10\'',A32,A42,'\'B1of10\'',A61,A72,'\'B1of10\'',A92,A101,'\'B7of10\'',A121,'\'B1of10\'',A143,A151,'\'B1of10\'',A172,'\'B10of10\'',A191,A201,1
A11,'\'B3of10\'',A34,A41,'\'B2of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A122,'\'B8of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B3of10\'',A34,A43,'\'B2of10\'',A61,A75,'\'B10of10\'',A94,A102,'\'B7of10\'',A121,'\'B5of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B5of10\'',A32,A42,'\'B3of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B4of10\'',A122,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B3of10\'',A33,A41,'\'B2of10\'',A61,A73,'\'B7of10\'',A93,A101,'\'B4of10\'',A121,'\'B2of10\'',A142,A152,'\'B4of10\'',A172,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A32,A45,'\'B1of10\'',A61,A72,'\'B10of10\'',A92,A101,'\'B10of10\'',A121,'\'B1of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B3of10\'',A31,A49,'\'B1of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B10of10\'',A123,'\'B6of10\'',A141,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B3of10\'',A32,A42,'\'B2of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A122,'\'B5of10\'',A141,A152,'\'B7of10\'',A173,'\'B10of10\'',A192,A201,1
A12,'\'B3of10\'',A32,A42,'\'B3of10\'',A65,A74,'\'B4of10\'',A93,A101,'\'B7of10\'',A123,'\'B3of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B3of10\'',A32,A40,'\'B4of10\'',A65,A73,'\'B4of10\'',A93,A101,'\'B10of10\'',A123,'\'B9of10\'',A143,A151,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,2
A14,'\'B3of10\'',A32,A40,'\'B1of10\'',A61,A72,'\'B10of10\'',A94,A101,'\'B4of10\'',A121,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B1of10\'',A32,A43,'\'B1of10\'',A61,A74,'\'B7of10\'',A93,A101,'\'B10of10\'',A121,'\'B8of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B2of10\'',A32,A43,'\'B1of10\'',A61,A75,'\'B10of10\'',A93,A101,'\'B10of10\'',A121,'\'B7of10\'',A142,A152,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A11,'\'B3of10\'',A34,A40,'\'B2of10\'',A61,A73,'\'B10of10\'',A94,A103,'\'B4of10\'',A122,'\'B3of10\'',A141,A151,'\'B4of10\'',A173,'\'B1of10\'',A191,A202,2
A14,'\'B3of10\'',A34,A41,'\'B3of10\'',A65,A74,'\'B7of10\'',A93,A101,'\'B10of10\'',A122,'\'B5of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B2of10\'',A34,A43,'\'B1of10\'',A61,A73,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B3of10\'',A143,A153,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B3of10\'',A31,A40,'\'B1of10\'',A61,A74,'\'B10of10\'',A93,A101,'\'B10of10\'',A124,'\'B3of10\'',A143,A153,'\'B4of10\'',A172,'\'B10of10\'',A191,A201,2
A14,'\'B5of10\'',A33,A40,'\'B6of10\'',A61,A75,'\'B4of10\'',A93,A101,'\'B4of10\'',A123,'\'B5of10\'',A143,A152,'\'B4of10\'',A173,'\'B10of10\'',A192,A201,1
A14,'\'B3of10\'',A32,A40,'\'B1of10\'',A62,A72,'\'B10of10\'',A94,A101,'\'B7of10\'',A121,'\'B3of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B1of10\'',A32,A48,'\'B1of10\'',A65,A74,'\'B10of10\'',A92,A101,'\'B7of10\'',A122,'\'B4of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A14,'\'B2of10\'',A34,A42,'\'B2of10\'',A61,A73,'\'B10of10\'',A93,A101,'\'B4of10\'',A124,'\'B2of10\'',A143,A153,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,1
A11,'\'B2of10\'',A32,A40,'\'B3of10\'',A61,A73,'\'B7of10\'',A92,A101,'\'B4of10\'',A122,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A14,'\'B1of10\'',A32,A40,'\'B2of10\'',A62,A73,'\'B1of10\'',A93,A103,'\'B4of10\'',A121,'\'B2of10\'',A143,A151,'\'B1of10\'',A173,'\'B10of10\'',A191,A202,1
A14,'\'B3of10\'',A34,A41,'\'B4of10\'',A64,A73,'\'B10of10\'',A93,A101,'\'B4of10\'',A121,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B3of10\'',A33,A49,'\'B2of10\'',A61,A73,'\'B10of10\'',A94,A101,'\'B4of10\'',A123,'\'B2of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A11,'\'B3of10\'',A32,A43,'\'B2of10\'',A61,A72,'\'B10of10\'',A92,A101,'\'B10of10\'',A121,'\'B3of10\'',A143,A152,'\'B1of10\'',A173,'\'B1of10\'',A192,A201,2
A14,'\'B4of10\'',A34,A42,'\'B3of10\'',A64,A72,'\'B10of10\'',A93,A101,'\'B4of10\'',A121,'\'B3of10\'',A142,A152,'\'B4of10\'',A172,'\'B10of10\'',A192,A201,1
A14,'\'B1of10\'',A32,A42,'\'B2of10\'',A61,A73,'\'B4of10\'',A93,A101,'\'B4of10\'',A121,'\'B2of10\'',A141,A151,'\'B1of10\'',A172,'\'B1of10\'',A191,A201,2
A14,'\'B2of10\'',A32,A42,'\'B2of10\'',A63,A73,'\'B4of10\'',A92,A101,'\'B10of10\'',A123,'\'B1of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B3of10\'',A32,A43,'\'B2of10\'',A61,A72,'\'B10of10\'',A92,A101,'\'B1of10\'',A123,'\'B2of10\'',A142,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B2of10\'',A34,A42,'\'B2of10\'',A61,A75,'\'B4of10\'',A93,A101,'\'B10of10\'',A122,'\'B5of10\'',A142,A152,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B5of10\'',A32,A49,'\'B4of10\'',A65,A75,'\'B7of10\'',A93,A101,'\'B4of10\'',A122,'\'B4of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A191,A201,1
A11,'\'B2of10\'',A32,A42,'\'B1of10\'',A61,A75,'\'B10of10\'',A92,A101,'\'B10of10\'',A122,'\'B1of10\'',A143,A151,'\'B1of10\'',A173,'\'B1of10\'',A191,A201,1
A14,'\'B5of10\'',A33,A42,'\'B5of10\'',A63,A74,'\'B4of10\'',A92,A101,'\'B10of10\'',A123,'\'B4of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
A13,'\'B1of10\'',A34,A40,'\'B1of10\'',A61,A75,'\'B1of10\'',A93,A101,'\'B10of10\'',A121,'\'B5of10\'',A143,A152,'\'B4of10\'',A173,'\'B10of10\'',A191,A202,1
A11,'\'B3of10\'',A34,A49,'\'B1of10\'',A62,A74,'\'B10of10\'',A93,A101,'\'B1of10\'',A121,'\'B2of10\'',A143,A152,'\'B4of10\'',A173,'\'B1of10\'',A192,A201,1
