Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute36,Attribute37,Attribute38,Attribute39,Attribute40,Class
'\'B5of10\'','\'B5of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B9of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B9of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B9of10\'','\'B5of10\'',1
'\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B8of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B2of10\'','\'B7of10\'','\'B3of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'',0
'\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B9of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B3of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'',2
'\'B8of10\'','\'B5of10\'','\'B5of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B8of10\'','\'B5of10\'','\'B3of10\'','\'B7of10\'','\'B7of10\'',0
'\'B6of10\'','\'B8of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B9of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B9of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B7of10\'',2
'\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B8of10\'','\'B7of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B7of10\'','\'B7of10\'',1
'\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B9of10\'','\'B7of10\'','\'B9of10\'','\'B8of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'',2
'\'B8of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B7of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B9of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B8of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B2of10\'','\'B7of10\'','\'B6of10\'',1
'\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B8of10\'','\'B8of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B2of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B2of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'',0
'\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B9of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B8of10\'','\'B7of10\'','\'B4of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B9of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'',1
'\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B8of10\'','\'B9of10\'','\'B8of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B3of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'',2
'\'B3of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B8of10\'','\'B7of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'',1
'\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B8of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'',1
'\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B1of10\'','\'B3of10\'','\'B2of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B3of10\'','\'B4of10\'','\'B6of10\'',1
'\'B8of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B2of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B3of10\'',1
'\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B9of10\'','\'B8of10\'','\'B10of10\'','\'B10of10\'','\'B8of10\'','\'B5of10\'','\'B3of10\'','\'B2of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B2of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B9of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'',0
'\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B9of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B9of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B6of10\'','\'B2of10\'','\'B6of10\'',1
'\'B6of10\'','\'B8of10\'','\'B2of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'','\'B6of10\'','\'B3of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B3of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'',1
'\'B5of10\'','\'B7of10\'','\'B9of10\'','\'B8of10\'','\'B5of10\'','\'B7of10\'','\'B9of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B3of10\'','\'B5of10\'','\'B3of10\'','\'B3of10\'','\'B3of10\'','\'B3of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B1of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'',1
'\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B3of10\'','\'B3of10\'','\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B7of10\'',2
'\'B5of10\'','\'B6of10\'','\'B8of10\'','\'B9of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B9of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B8of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B2of10\'','\'B5of10\'',1
'\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B2of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B9of10\'','\'B6of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B7of10\'','\'B8of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B8of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'',2
'\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B7of10\'','\'B3of10\'','\'B3of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'',0
'\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'',0
'\'B8of10\'','\'B2of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B9of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'','\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B2of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'',2
'\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B2of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'',1
'\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B8of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B8of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B3of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'',0
'\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B9of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'',2
'\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B3of10\'','\'B3of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B2of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B9of10\'','\'B6of10\'','\'B9of10\'','\'B6of10\'','\'B5of10\'','\'B2of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B8of10\'','\'B8of10\'','\'B4of10\'','\'B6of10\'',0
'\'B5of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B8of10\'','\'B8of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B3of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'',1
'\'B5of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B10of10\'','\'B9of10\'','\'B8of10\'','\'B9of10\'','\'B8of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B6of10\'','\'B2of10\'','\'B2of10\'','\'B3of10\'','\'B3of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B3of10\'','\'B7of10\'','\'B2of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B8of10\'',1
'\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B9of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B3of10\'','\'B4of10\'','\'B3of10\'','\'B3of10\'','\'B5of10\'','\'B6of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B3of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B3of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B8of10\'',1
'\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B4of10\'','\'B3of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B6of10\'','\'B3of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B4of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B4of10\'','\'B8of10\'','\'B8of10\'','\'B6of10\'','\'B5of10\'','\'B9of10\'','\'B4of10\'',0
'\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'','\'B6of10\'','\'B9of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B8of10\'','\'B5of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B6of10\'','\'B9of10\'','\'B7of10\'','\'B7of10\'','\'B9of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B3of10\'','\'B7of10\'',1
'\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B5of10\'','\'B5of10\'','\'B5of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B5of10\'','\'B3of10\'','\'B8of10\'','\'B5of10\'','\'B3of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B5of10\'',2
'\'B5of10\'','\'B4of10\'','\'B5of10\'','\'B7of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B5of10\'','\'B7of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B4of10\'','\'B7of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B4of10\'','\'B4of10\'','\'B7of10\'','\'B4of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B6of10\'','\'B2of10\'','\'B8of10\'','\'B6of10\'',0
'\'B4of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B8of10\'','\'B6of10\'','\'B8of10\'','\'B7of10\'','\'B5of10\'','\'B4of10\'','\'B3of10\'','\'B5of10\'','\'B3of10\'','\'B4of10\'','\'B4of10\'','\'B6of10\'','\'B4of10\'','\'B3of10\'','\'B8of10\'','\'B5of10\'','\'B6of10\'','\'B6of10\'','\'B5of10\'','\'B3of10\'','\'B6of10\'','\'B8of10\'','\'B6of10\'','\'B6of10\'','\'B7of10\'','\'B7of10\'','\'B6of10\'','\'B8of10\'','\'B5of10\'','\'B7of10\'','\'B5of10\'','\'B5of10\'','\'B8of10\'','\'B5of10\'',1
